RUN	File	Counts	Error	Data	Ora	Durata	Volume	Rate	ErrRate
RUN4147	0	1620.6081842872227	25.668831767668184	20250222	02:16	3397.156494140625	183.2	3.11681355089069	0.04936724586775395
RUN4148	0	1614.4318365101767	26.364115363886143	20250222	03:15	3531.48974609375	183.2	2.98682730451223	0.04877571034425593
RUN4149	0	1787.4343952129586	31.698719591108134	20250222	04:23	4095.690673828125	183.2	2.851355127327415	0.05056650295970812
RUN4150	0	1724.2825300350219	32.074388486964374	20250222	05:43	3626.02294921875	183.2	3.1068925150779645	0.0577931259988051
RUN4151	0	1626.6672938361794	31.399893459188043	20250222	06:46	3636.896240234375	183.2	2.922241963838366	0.05640863787830853
RUN4152	0	1682.2516663263236	29.805123997948893	20250222	07:49	3582.313720703125	183.2	3.068143724357139	0.05435952656696876
RUN4153	0	1487.8292720612117	33.41412416282879	20250222	08:51	3585.60107421875	183.2	2.7110621817015415	0.06088586241284672
RUN4155	0	1592.803787267355	26.635268124279467	20250222	10:25	3582.4111328125	187.0	2.845896265589612	0.047589797747725725
RUN4156	0	1628.1553490483896	33.97990504858097	20250222	11:25	3581.97216796875	194.0	2.804437217095514	0.05852912647881491
RUN4158	0	1666.6455237275195	29.098449187780616	20250222	13:13	3589.41015625	203.0	2.7377761353417767	0.0477996302318606
RUN4159	0	1876.9026833033708	34.767287566120004	20250222	14:15	3583.865966796875	203.0	3.08793234580703	0.057200105688188035
RUN4160	0	1969.6829728133887	30.01926294135549	20250222	15:17	3937.322265625	203.0	2.949668079689113	0.04495487999646716
RUN4161	0	1742.1283901831403	30.63246698310841	20250222	16:25	3587.6455078125	203.0	2.863178436378155	0.05034429116322577
RUN4162	0	1734.417968648914	38.37612159825017	20250222	17:30	3578.99267578125	203.0	2.8573979917811485	0.06322342985907226
RUN4163	0	1703.994748216773	31.130097931864672	20250222	18:41	3585.83203125	203.0	2.801922315973022	0.051188019320480366
RUN4164	0	1845.7223308009204	29.68954297980779	20250222	19:43	3561.98828125	203.0	3.0552845288957724	0.049146071336109765
RUN4165	0	1702.6959904889793	27.697411161826597	20250222	20:46	3567.23583984375	203.0	2.8143821734331227	0.04578098536645195
RUN4166	0	1752.582270760961	31.670106796744133	20250222	21:49	3719.119384765625	203.0	2.7785363006793427	0.05020964941231408
RUN4167	0	1778.0935326903252	34.654547140130106	20250222	22:53	3818.61474609375	203.0	2.7455321752712907	0.05350965651886969
RUN4168	0	1669.3268171975963	31.859977966542154	20250223	00:02	3585.311767578125	203.0	2.745315261065061	0.05239578183712337
RUN4169	0	1769.7620881679638	32.01335688127867	20250223	01:04	3587.182373046875	203.0	2.908969790627362	0.05262056899445451
RUN4171	0	1707.9240150372746	31.483612729442296	20250223	02:57	3756.686767578125	203.0	2.6806575722493213	0.0494148358603077
